 &plot nbnd=  52, nks=   122 /
            0.000000  0.000000  0.000000
   -7.458   -6.268   -6.268   -6.267   -0.684   -0.684   -0.684   -0.665   -0.665   -0.665
   -0.333   -0.333   -0.333   -0.333   -0.332   -0.332   -0.181   -0.181   -0.110   -0.110
   -0.109    0.025    0.025    0.025    1.081    1.081    1.081    3.398    3.398    3.398
    3.398    3.398    3.398    5.549    5.549    5.549    7.557    8.999    8.999    8.999
    9.618    9.618    9.618   11.940   11.940   11.940   16.360   16.360   16.360   17.175
   17.175   17.299
            0.000000  0.025000  0.000000
   -7.457   -6.270   -6.268   -6.267   -0.684   -0.683   -0.683   -0.665   -0.664   -0.664
   -0.334   -0.333   -0.333   -0.333   -0.333   -0.332   -0.182   -0.181   -0.110   -0.110
   -0.110    0.021    0.026    0.026    1.081    1.081    1.089    3.394    3.394    3.394
    3.395    3.401    3.401    5.532    5.545    5.545    7.576    9.002    9.008    9.008
    9.621    9.627    9.627   11.931   11.946   11.946   16.342   16.342   16.347   17.149
   17.177   17.311
            0.000000  0.050000  0.000000
   -7.452   -6.276   -6.267   -6.267   -0.685   -0.681   -0.681   -0.666   -0.663   -0.663
   -0.336   -0.335   -0.335   -0.335   -0.332   -0.332   -0.182   -0.181   -0.111   -0.111
   -0.110    0.012    0.029    0.029    1.080    1.080    1.114    3.384    3.384    3.385
    3.385    3.409    3.409    5.482    5.532    5.532    7.631    9.011    9.037    9.037
    9.629    9.652    9.652   11.904   11.966   11.966   16.287   16.287   16.307   17.073
   17.183   17.217
            0.000000  0.075000  0.000000
   -7.444   -6.287   -6.267   -6.267   -0.686   -0.676   -0.676   -0.667   -0.661   -0.661
   -0.339   -0.339   -0.337   -0.337   -0.332   -0.331   -0.183   -0.180   -0.112   -0.112
   -0.111   -0.003    0.035    0.035    1.080    1.080    1.155    3.368    3.368    3.369
    3.369    3.423    3.423    5.404    5.510    5.510    7.717    9.026    9.083    9.083
    9.643    9.693    9.693   11.862   11.998   11.998   16.202   16.202   16.242   16.953
   17.069   17.069
            0.000000  0.100000  0.000000
   -7.434   -6.302   -6.267   -6.267   -0.687   -0.671   -0.670   -0.668   -0.659   -0.659
   -0.344   -0.344   -0.340   -0.340   -0.331   -0.330   -0.184   -0.180   -0.114   -0.114
   -0.111   -0.022    0.042    0.042    1.079    1.079    1.209    3.345    3.346    3.348
    3.348    3.442    3.442    5.303    5.480    5.480    7.827    9.047    9.147    9.147
    9.661    9.750    9.750   11.804   12.043   12.043   16.092   16.092   16.155   16.800
   16.881   16.881
            0.000000  0.125000  0.000000
   -7.420   -6.322   -6.267   -6.267   -0.688   -0.670   -0.663   -0.663   -0.655   -0.655
   -0.349   -0.349   -0.344   -0.344   -0.329   -0.328   -0.186   -0.179   -0.116   -0.116
   -0.112   -0.043    0.051    0.051    1.078    1.078    1.275    3.318    3.318    3.322
    3.322    3.467    3.467    5.187    5.442    5.442    7.956    9.074    9.228    9.228
    9.685    9.823    9.823   11.732   12.101   12.101   15.962   15.962   16.048   16.618
   16.664   16.664
            0.000000  0.150000  0.000000
   -7.403   -6.345   -6.266   -6.266   -0.690   -0.672   -0.654   -0.654   -0.651   -0.651
   -0.357   -0.357   -0.348   -0.348   -0.327   -0.326   -0.188   -0.177   -0.119   -0.119
   -0.114   -0.066    0.061    0.061    1.077    1.077    1.351    3.286    3.286    3.292
    3.292    3.497    3.497    5.058    5.397    5.397    8.099    9.107    9.326    9.326
    9.713    9.909    9.909   11.649   12.169   12.169   15.815   15.815   15.925   16.421
   16.424   16.424
            0.000000  0.175000  0.000000
   -7.384   -6.372   -6.266   -6.266   -0.692   -0.674   -0.646   -0.646   -0.644   -0.644
   -0.365   -0.365   -0.352   -0.352   -0.325   -0.324   -0.190   -0.176   -0.123   -0.122
   -0.115   -0.088    0.073    0.073    1.075    1.075    1.437    3.251    3.251    3.258
    3.258    3.532    3.532    4.922    5.345    5.345    8.252    9.145    9.438    9.438
    9.746   10.008   10.008   11.557   12.250   12.250   15.656   15.656   15.789   16.170
   16.170   16.214
            0.000000  0.200000  0.000000
   -7.361   -6.402   -6.266   -6.265   -0.694   -0.677   -0.640   -0.640   -0.634   -0.633
   -0.374   -0.374   -0.357   -0.357   -0.322   -0.321   -0.192   -0.175   -0.127   -0.126
   -0.117   -0.109    0.086    0.086    1.074    1.074    1.530    3.214    3.214    3.223
    3.223    3.572    3.572    4.780    5.287    5.287    8.411    9.189    9.564    9.564
    9.781   10.119   10.119   11.456   12.340   12.340   15.488   15.488   15.643   15.906
   15.906   16.000
            0.000000  0.225000  0.000000
   -7.336   -6.435   -6.265   -6.265   -0.696   -0.680   -0.634   -0.634   -0.622   -0.622
   -0.384   -0.384   -0.361   -0.361   -0.318   -0.317   -0.194   -0.173   -0.131   -0.131
   -0.129   -0.118    0.099    0.099    1.072    1.072    1.630    3.175    3.175    3.185
    3.185    3.617    3.617    4.634    5.224    5.224    8.573    9.238    9.702    9.702
    9.820   10.240   10.240   11.350   12.440   12.440   15.312   15.312   15.491   15.636
   15.636   15.787
            0.000000  0.250000  0.000000
   -7.308   -6.471   -6.265   -6.265   -0.699   -0.683   -0.627   -0.627   -0.610   -0.610
   -0.395   -0.395   -0.366   -0.366   -0.314   -0.313   -0.197   -0.171   -0.147   -0.137
   -0.136   -0.120    0.112    0.112    1.070    1.070    1.736    3.135    3.135    3.148
    3.148    3.666    3.666    4.485    5.156    5.156    8.737    9.293    9.852    9.852
    9.861   10.369   10.369   11.239   12.549   12.549   15.130   15.131   15.336   15.363
   15.363   15.577
            0.000000  0.275000  0.000000
   -7.278   -6.510   -6.264   -6.264   -0.701   -0.686   -0.619   -0.619   -0.598   -0.598
   -0.407   -0.407   -0.370   -0.370   -0.309   -0.308   -0.200   -0.169   -0.162   -0.143
   -0.142   -0.122    0.125    0.125    1.068    1.068    1.848    3.096    3.096    3.110
    3.110    3.720    3.720    4.336    5.084    5.084    8.900    9.354    9.902   10.011
   10.011   10.506   10.506   11.125   12.667   12.667   14.947   14.947   15.091   15.091
   15.181   15.374
            0.000000  0.300000  0.000000
   -7.245   -6.551   -6.264   -6.264   -0.703   -0.689   -0.610   -0.610   -0.586   -0.586
   -0.419   -0.419   -0.374   -0.374   -0.303   -0.303   -0.203   -0.176   -0.167   -0.150
   -0.149   -0.125    0.138    0.138    1.066    1.066    1.964    3.059    3.059    3.074
    3.074    3.778    3.778    4.186    5.008    5.008    9.061    9.419    9.943   10.178
   10.178   10.647   10.647   11.009   12.793   12.793   14.763   14.763   14.822   14.822
   15.029   15.181
            0.000000  0.325000  0.000000
   -7.210   -6.593   -6.263   -6.263   -0.705   -0.693   -0.601   -0.601   -0.575   -0.575
   -0.431   -0.431   -0.378   -0.378   -0.297   -0.296   -0.206   -0.187   -0.164   -0.157
   -0.157   -0.127    0.151    0.151    1.064    1.064    2.084    3.023    3.024    3.041
    3.041    3.839    3.839    4.035    4.930    4.930    9.216    9.489    9.981   10.349
   10.349   10.790   10.791   10.893   12.926   12.926   14.558   14.558   14.581   14.581
   14.884   15.001
            0.000000  0.350000  0.000000
   -7.173   -6.638   -6.263   -6.263   -0.707   -0.696   -0.591   -0.591   -0.565   -0.564
   -0.444   -0.444   -0.381   -0.381   -0.289   -0.289   -0.209   -0.197   -0.165   -0.165
   -0.162   -0.129    0.162    0.162    1.062    1.062    2.208    2.991    2.991    3.010
    3.010    3.886    3.905    3.905    4.850    4.850    9.364    9.564   10.015   10.524
   10.524   10.776   10.933   10.933   13.065   13.065   14.305   14.305   14.405   14.405
   14.749   14.837
            0.000000  0.375000  0.000000
   -7.134   -6.683   -6.263   -6.263   -0.708   -0.699   -0.581   -0.581   -0.555   -0.555
   -0.457   -0.457   -0.384   -0.384   -0.281   -0.280   -0.211   -0.204   -0.174   -0.174
   -0.159   -0.132    0.172    0.172    1.061    1.061    2.335    2.963    2.963    2.982
    2.982    3.737    3.973    3.973    4.768    4.768    9.503    9.644   10.042   10.660
   10.696   10.696   11.071   11.071   13.212   13.212   14.064   14.064   14.239   14.239
   14.627   14.692
            0.000000  0.400000  0.000000
   -7.093   -6.729   -6.262   -6.262   -0.709   -0.702   -0.570   -0.570   -0.548   -0.547
   -0.470   -0.470   -0.387   -0.387   -0.272   -0.271   -0.214   -0.210   -0.183   -0.183
   -0.157   -0.134    0.181    0.181    1.059    1.059    2.465    2.938    2.938    2.959
    2.959    3.589    4.045    4.045    4.686    4.686    9.630    9.728   10.060   10.546
   10.862   10.862   11.199   11.199   13.363   13.363   13.843   13.843   14.088   14.088
   14.522   14.568
            0.000000  0.425000  0.000000
   -7.050   -6.776   -6.262   -6.262   -0.710   -0.704   -0.559   -0.559   -0.541   -0.541
   -0.483   -0.483   -0.389   -0.389   -0.262   -0.262   -0.216   -0.214   -0.193   -0.193
   -0.154   -0.137    0.188    0.188    1.058    1.058    2.598    2.919    2.919    2.941
    2.941    3.442    4.119    4.119    4.602    4.602    9.744    9.816   10.067   10.433
   11.012   11.012   11.312   11.312   13.521   13.521   13.649   13.649   13.957   13.957
   14.436   14.467
            0.000000  0.450000  0.000000
   -7.007   -6.823   -6.262   -6.262   -0.710   -0.706   -0.547   -0.547   -0.537   -0.537
   -0.497   -0.497   -0.390   -0.390   -0.253   -0.252   -0.218   -0.217   -0.203   -0.203
