 &plot nbnd=  52, nks=   122 /
   -0.151   -0.140    0.193    0.193    1.057    1.057    2.734    2.905    2.905    2.927
    2.927    3.297    4.196    4.196    4.519    4.519    9.841    9.906   10.060   10.324
   11.136   11.136   11.401   11.401   13.495   13.495   13.683   13.683   13.855   13.856
   14.373   14.377
            0.000000  0.475000  0.000000
   -6.962   -6.869   -6.262   -6.262   -0.710   -0.708   -0.535   -0.535   -0.534   -0.534
   -0.510   -0.510   -0.391   -0.391   -0.243   -0.243   -0.219   -0.218   -0.213   -0.212
   -0.148   -0.143    0.196    0.196    1.057    1.057    2.871    2.896    2.896    2.919
    2.919    3.153    4.274    4.274    4.437    4.437    9.920    9.986   10.052   10.218
   11.219   11.219   11.458   11.458   13.393   13.393   13.789   13.789   13.850   13.850
   14.198   14.198
            0.000000  0.500000  0.000000
   -6.916   -6.916   -6.262   -6.262   -0.709   -0.709   -0.533   -0.533   -0.523   -0.523
   -0.522   -0.522   -0.391   -0.391   -0.238   -0.238   -0.219   -0.219   -0.217   -0.217
   -0.146   -0.145    0.197    0.197    1.056    1.057    2.893    2.893    2.916    2.916
    3.011    3.011    4.355    4.355    4.355    4.355    9.977    9.978   10.118   10.118
   11.249   11.249   11.478   11.478   13.357   13.357   13.767   13.767   14.022   14.022
   14.022   14.022
            0.025000  0.500000  0.000000
   -6.915   -6.915   -6.263   -6.263   -0.709   -0.708   -0.533   -0.533   -0.523   -0.523
   -0.522   -0.522   -0.392   -0.392   -0.238   -0.237   -0.219   -0.218   -0.218   -0.217
   -0.146   -0.145    0.196    0.196    1.057    1.057    2.839    2.839    2.978    2.978
    3.003    3.004    4.349    4.349    4.360    4.360    9.981    9.981   10.127   10.127
   11.238   11.238   11.485   11.485   13.323   13.323   13.813   13.813   13.952   13.952
   14.020   14.020
            0.050000  0.500000  0.000000
   -6.912   -6.912   -6.266   -6.266   -0.707   -0.706   -0.533   -0.533   -0.523   -0.523
   -0.522   -0.522   -0.395   -0.395   -0.235   -0.234   -0.218   -0.218   -0.218   -0.218
   -0.146   -0.145    0.191    0.191    1.058    1.058    2.783    2.783    2.981    2.981
    3.058    3.058    4.333    4.333    4.377    4.377    9.991    9.991   10.153   10.153
   11.210   11.210   11.504   11.504   13.249   13.249   13.818   13.818   13.923   13.923
   14.014   14.015
            0.075000  0.500000  0.000000
   -6.907   -6.907   -6.271   -6.271   -0.703   -0.703   -0.533   -0.533   -0.524   -0.524
   -0.522   -0.521   -0.400   -0.400   -0.231   -0.231   -0.218   -0.218   -0.217   -0.217
   -0.146   -0.145    0.184    0.184    1.061    1.061    2.736    2.736    2.944    2.944
    3.144    3.144    4.307    4.307    4.403    4.403   10.007   10.008   10.197   10.197
   11.169   11.169   11.530   11.530   13.168   13.168   13.670   13.670   14.005   14.005
   14.064   14.064
            0.100000  0.500000  0.000000
   -6.900   -6.900   -6.278   -6.278   -0.698   -0.698   -0.532   -0.532   -0.525   -0.525
   -0.521   -0.520   -0.407   -0.407   -0.228   -0.228   -0.218   -0.218   -0.216   -0.215
   -0.146   -0.146    0.173    0.173    1.065    1.065    2.697    2.697    2.895    2.895
    3.237    3.237    4.271    4.271    4.436    4.436   10.028   10.028   10.259   10.259
   11.118   11.118   11.560   11.560   13.091   13.091   13.521   13.521   13.992   13.992
   14.221   14.221
            0.125000  0.500000  0.000000
   -6.892   -6.891   -6.287   -6.287   -0.692   -0.691   -0.532   -0.532   -0.527   -0.526
   -0.520   -0.519   -0.414   -0.414   -0.228   -0.227   -0.215   -0.214   -0.214   -0.213
   -0.147   -0.146    0.159    0.159    1.072    1.072    2.668    2.668    2.837    2.837
    3.334    3.334    4.226    4.226    4.474    4.474   10.053   10.053   10.338   10.338
   11.059   11.059   11.593   11.593   13.023   13.023   13.374   13.374   13.974   13.974
   14.388   14.388
            0.150000  0.500000  0.000000
   -6.881   -6.881   -6.298   -6.298   -0.684   -0.684   -0.532   -0.532   -0.528   -0.528
   -0.518   -0.518   -0.422   -0.422   -0.229   -0.229   -0.212   -0.211   -0.209   -0.209
   -0.147   -0.146    0.142    0.142    1.082    1.082    2.648    2.648    2.771    2.771
    3.435    3.435    4.173    4.173    4.515    4.516   10.080   10.081   10.434   10.434
   10.995   10.995   11.630   11.630   12.966   12.966   13.232   13.232   13.952   13.952
   14.560   14.560
            0.175000  0.500000  0.000000
   -6.869   -6.869   -6.311   -6.310   -0.675   -0.675   -0.532   -0.532   -0.530   -0.530
   -0.517   -0.516   -0.430   -0.430   -0.232   -0.232   -0.209   -0.209   -0.203   -0.202
   -0.147   -0.146    0.122    0.122    1.096    1.096    2.636    2.636    2.699    2.699
    3.538    3.538    4.113    4.113    4.558    4.558   10.110   10.110   10.545   10.545
   10.928   10.928   11.668   11.668   12.919   12.919   13.097   13.097   13.926   13.926
   14.730   14.730
            0.200000  0.500000  0.000000
   -6.855   -6.855   -6.325   -6.325   -0.664   -0.664   -0.532   -0.532   -0.532   -0.532
   -0.515   -0.514   -0.438   -0.438   -0.235   -0.235   -0.207   -0.206   -0.197   -0.196
   -0.147   -0.146    0.098    0.098    1.113    1.113    2.622    2.622    2.633    2.633
    3.644    3.644    4.047    4.047    4.600    4.600   10.140   10.141   10.670   10.670
   10.859   10.859   11.710   11.710   12.883   12.883   12.970   12.970   13.894   13.894
   14.889   14.889
            0.225000  0.500000  0.000000
   -6.839   -6.839   -6.341   -6.341   -0.653   -0.652   -0.534   -0.534   -0.532   -0.532
   -0.512   -0.512   -0.446   -0.446   -0.238   -0.238   -0.205   -0.204   -0.191   -0.191
   -0.146   -0.145    0.073    0.073    1.135    1.135    2.542    2.543    2.638    2.638
    3.750    3.750    3.977    3.977    4.640    4.641   10.170   10.171   10.789   10.789
   10.808   10.808   11.753   11.753   12.852   12.852   12.855   12.855   13.858   13.858
   15.021   15.021
            0.250000  0.500000  0.000000
   -6.822   -6.822   -6.359   -6.359   -0.640   -0.639   -0.536   -0.536   -0.533   -0.533
   -0.510   -0.509   -0.454   -0.454   -0.242   -0.242   -0.203   -0.202   -0.187   -0.186
   -0.146   -0.145    0.045    0.045    1.162    1.162    2.461    2.461    2.651    2.651
    3.856    3.856    3.902    3.902    4.677    4.677   10.199   10.199   10.720   10.720
   10.958   10.958   11.798   11.798   12.745   12.745   12.836   12.836   13.816   13.816
   15.094   15.094
            0.275000  0.500000  0.000000
   -6.803   -6.803   -6.378   -6.378   -0.625   -0.625   -0.538   -0.537   -0.533   -0.533
   -0.506   -0.506   -0.461   -0.461   -0.247   -0.247   -0.201   -0.201   -0.183   -0.182
   -0.145   -0.144    0.017    0.017    1.193    1.194    2.378    2.378    2.671    2.671
    3.824    3.824    3.961    3.961    4.710    4.710   10.225   10.225   10.654   10.654
   11.119   11.119   11.845   11.845   12.650   12.650   12.825   12.825   13.769   13.769
   15.069   15.069
            0.300000  0.500000  0.000000
   -6.783   -6.783   -6.398   -6.398   -0.610   -0.610   -0.539   -0.539   -0.534   -0.534
   -0.502   -0.501   -0.468   -0.468   -0.253   -0.253   -0.200   -0.199   -0.180   -0.179
   -0.143   -0.143   -0.011   -0.011    1.230    1.230    2.294    2.294    2.699    2.699
    3.744    3.744    4.063    4.063    4.737    4.737   10.247   10.247   10.592   10.592
   11.288   11.289   11.892   11.892   12.567   12.567   12.820   12.820   13.718   13.718
   14.945   14.945
            0.325000  0.500000  0.000000
   -6.762   -6.762   -6.420   -6.420   -0.594   -0.594   -0.541   -0.541   -0.535   -0.535
   -0.497   -0.496   -0.474   -0.474   -0.260   -0.260   -0.199   -0.198   -0.179   -0.178
   -0.142   -0.141   -0.038   -0.038    1.270    1.270    2.211    2.211    2.732    2.732
    3.663    3.663    4.162    4.162    4.758    4.758   10.265   10.266   10.535   10.535
   11.466   11.466   11.939   11.939   12.496   12.496   12.822   12.822   13.662   13.662
   14.759   14.759
            0.350000  0.500000  0.000000
   -6.740   -6.740   -6.442   -6.442   -0.578   -0.578   -0.542   -0.542   -0.537   -0.536
   -0.490   -0.489   -0.480   -0.480   -0.269   -0.269   -0.198   -0.198   -0.179   -0.179
   -0.140   -0.139   -0.062   -0.062    1.316    1.316    2.129    2.129    2.772    2.772
    3.581    3.581    4.256    4.256    4.772    4.772   10.279   10.279   10.484   10.484
   11.650   11.650   11.986   11.986   12.440   12.440   12.829   12.829   13.604   13.604
   14.546   14.546
            0.375000  0.500000  0.000000
   -6.717   -6.717   -6.466   -6.466   -0.563   -0.562   -0.543   -0.543   -0.538   -0.538
   -0.486   -0.486   -0.481   -0.480   -0.282   -0.282   -0.198   -0.197   -0.182   -0.181
   -0.137   -0.137   -0.081   -0.081    1.365    1.365    2.047    2.047    2.817    2.817
    3.500    3.500    4.345    4.345    4.778    4.778   10.289   10.289   10.439   10.440
   11.835   11.836   12.030   12.030   12.397   12.397   12.841   12.841   13.544   13.544
   14.322   14.322
            0.400000  0.500000  0.000000
   -6.693   -6.693   -6.490   -6.490   -0.549   -0.548   -0.544   -0.544   -0.539   -0.539
   -0.491   -0.491   -0.468   -0.468   -0.298   -0.298   -0.198   -0.197   -0.185   -0.184
   -0.135   -0.134   -0.096   -0.096    1.419    1.419    1.967    1.967    2.868    2.868
    3.419    3.419    4.427    4.427    4.776    4.776   10.295   10.295   10.402   10.402
   12.014   12.014   12.071   12.071   12.375   12.375   12.856   12.856   13.486   13.486
   14.096   14.096
            0.425000  0.500000  0.000000
   -6.668   -6.668   -6.515   -6.515   -0.545   -0.544   -0.541   -0.540   -0.537   -0.536
   -0.496   -0.496   -0.453   -0.452   -0.317   -0.317   -0.198   -0.197   -0.189   -0.188
   -0.132   -0.132   -0.107   -0.107    1.476    1.476    1.889    1.889    2.924    2.924
    3.340    3.340    4.501    4.501    4.764    4.764   10.299   10.300   10.371   10.371
   12.108   12.108   12.155   12.155   12.398   12.398   12.870   12.870   13.433   13.433
   13.878   13.878
            0.450000  0.500000  0.000000
   -6.643   -6.643   -6.540   -6.540   -0.545   -0.544   -0.542   -0.542   -0.527   -0.527
   -0.502   -0.501   -0.434   -0.433   -0.339   -0.339   -0.198   -0.197   -0.192   -0.191
   -0.129   -0.129   -0.114   -0.114    1.537    1.537    1.813    1.813    2.984    2.984
    3.263    3.263    4.568    4.568    4.744    4.744   10.303   10.304   10.347   10.347
   12.140   12.140   12.207   12.207   12.510   12.510   12.875   12.876   13.392   13.392
   13.678   13.678
            0.475000  0.500000  0.000000
   -6.618   -6.617   -6.566   -6.566   -0.544   -0.544   -0.543   -0.543   -0.519   -0.519
   -0.507   -0.507   -0.412   -0.411   -0.363   -0.363   -0.197   -0.196   -0.194   -0.194
   -0.126   -0.126   -0.119   -0.119    1.602    1.602    1.740    1.740    3.049    3.049
    3.188    3.189    4.626    4.626    4.714    4.714   10.309   10.309   10.329   10.329
   12.168   12.168   12.206   12.206   12.660   12.660   12.856   12.856   13.377   13.377
   13.513   13.513
            0.500000  0.500000  0.000000
   -6.592   -6.592   -6.592   -6.592   -0.544   -0.544   -0.544   -0.543   -0.513   -0.513
   -0.513   -0.513   -0.388   -0.388   -0.388   -0.388   -0.196   -0.196   -0.196   -0.195
   -0.123   -0.123   -0.123   -0.123    1.669    1.669    1.669    1.669    3.117    3.117
    3.117    3.117    4.675    4.675    4.675    4.675   10.317   10.317   10.317   10.317
   12.190   12.190   12.190   12.190   12.785   12.785   12.785   12.785   13.410   13.410
   13.410   13.410
            0.475000  0.475000  0.000000
   -6.645   -6.590   -6.590   -6.542   -0.546   -0.543   -0.543   -0.543   -0.525   -0.514
   -0.514   -0.500   -0.435   -0.387   -0.387   -0.339   -0.198   -0.195   -0.195   -0.193
   -0.129   -0.123   -0.123   -0.114    1.537    1.669    1.669    1.814    2.982    3.119
    3.119    3.262    4.585    4.657    4.657    4.762   10.283   10.323   10.339   10.339
   12.160   12.167   12.167   12.238   12.594   12.683   12.683   12.993   13.282   13.531
   13.531   13.547
            0.450000  0.450000  0.000000
   -6.701   -6.585   -6.584   -6.496   -0.549   -0.543   -0.539   -0.539   -0.537   -0.519
   -0.519   -0.488   -0.477   -0.386   -0.386   -0.293   -0.200   -0.191   -0.191   -0.189
   -0.135   -0.122   -0.122   -0.100    1.418    1.668    1.668    1.970    2.859    3.124
    3.124    3.415    4.494    4.606    4.606    4.846   10.224   10.303   10.402   10.402
   12.085   12.085   12.149   12.286   12.436   12.507   12.507   13.161   13.211   13.693
   13.776   13.776
            0.425000  0.425000  0.000000
   -6.760   -6.576   -6.575   -6.455   -0.555   -0.548   -0.544   -0.536   -0.536   -0.523
   -0.523   -0.514   -0.476   -0.384   -0.384   -0.256   -0.201   -0.187   -0.187   -0.185
   -0.140   -0.121   -0.121   -0.076    1.312    1.667    1.667    2.137    2.750    3.132
    3.132    3.575    4.403    4.526    4.526    4.926   10.142   10.259   10.494   10.494
   11.916   11.916   12.149   12.214   12.385   12.385   12.427   13.046   13.438   13.849
   14.054   14.054
            0.400000  0.400000  0.000000
   -6.820   -6.563   -6.563   -6.418   -0.566   -0.559   -0.546   -0.541   -0.541   -0.540
   -0.521   -0.520   -0.463   -0.382   -0.382   -0.235   -0.202   -0.181   -0.180   -0.180
   -0.145   -0.119   -0.119   -0.038    1.221    1.663    1.663    2.316    2.656    3.144
    3.144    3.739    4.311    4.422    4.422    5.002   10.041   10.198   10.598   10.599
   11.680   11.680   12.079   12.150   12.339   12.339   12.508   12.937   13.669   14.015
   14.340   14.340
            0.375000  0.375000  0.000000
   -6.881   -6.548   -6.548   -6.386   -0.585   -0.571   -0.556   -0.551   -0.551   -0.549
   -0.511   -0.511   -0.451   -0.380   -0.380   -0.229   -0.202   -0.176   -0.173   -0.172
   -0.151   -0.116   -0.116    0.008    1.147    1.657    1.657    2.505    2.580    3.159
    3.159    3.907    4.220    4.303    4.303    5.074    9.923   10.123   10.690   10.690
   11.419   11.419   11.955   12.139   12.359   12.359   12.594   12.832   13.901   14.192
   14.626   14.626
            0.350000  0.350000  0.000000
   -6.942   -6.529   -6.529   -6.359   -0.606   -0.581   -0.565   -0.563   -0.563   -0.553
   -0.499   -0.499   -0.438   -0.377   -0.377   -0.231   -0.202   -0.171   -0.165   -0.164
   -0.155   -0.113   -0.113    0.056    1.089    1.648    1.648    2.523    2.704    3.176
    3.176    4.076    4.130    4.175    4.175    5.140    9.791   10.041   10.741   10.741
   11.154   11.154   11.849   12.100   12.450   12.450   12.673   12.732   14.126   14.380
   14.906   14.906
            0.325000  0.325000  0.000000
   -7.002   -6.509   -6.509   -6.335   -0.623   -0.591   -0.576   -0.576   -0.574   -0.558
   -0.485   -0.485   -0.426   -0.374   -0.374   -0.240   -0.201   -0.165   -0.160   -0.157
   -0.157   -0.108   -0.108    0.097    1.050    1.633    1.633    2.489    2.913    3.196
    3.196    4.042    4.045    4.045    4.245    5.201    9.648    9.953   10.735   10.735
   10.896   10.896   11.764   12.017   12.621   12.621   12.636   12.734   14.338   14.580
   15.178   15.178
            0.300000  0.300000  0.000000
   -7.061   -6.486   -6.486   -6.317   -0.637   -0.601   -0.590   -0.590   -0.583   -0.564
   -0.470   -0.470   -0.414   -0.371   -0.371   -0.253   -0.200   -0.164   -0.160   -0.149
   -0.149   -0.101   -0.101    0.127    1.029    1.611    1.611    2.478    3.130    3.217
    3.217    3.919    3.919    3.958    4.410    5.257    9.495    9.865   10.624   10.624
   10.702   10.702   11.700   11.881   12.544   12.768   12.866   12.866   14.528   14.790
   15.440   15.440
            0.275000  0.275000  0.000000
   -7.118   -6.462   -6.462   -6.302   -0.648   -0.611   -0.603   -0.603   -0.593   -0.571
   -0.454   -0.453   -0.403   -0.368   -0.368   -0.267   -0.198   -0.167   -0.154   -0.143
   -0.143   -0.093   -0.093    0.143    1.022    1.582    1.582    2.494    3.240    3.240
    3.356    3.803    3.803    3.877    4.571    5.308    9.332    9.777   10.392   10.392
   10.602   10.602   11.657   11.692   12.456   12.769   13.169   13.169   14.697   15.009
   15.610   15.691
            0.250000  0.250000  0.000000
   -7.172   -6.437   -6.436   -6.290   -0.655   -0.619   -0.616   -0.616   -0.602   -0.580
   -0.437   -0.437   -0.392   -0.364   -0.364   -0.282   -0.196   -0.170   -0.148   -0.137
   -0.137   -0.084   -0.084    0.147    1.026    1.544    1.544    2.535    3.263    3.264
    3.588    3.700    3.700    3.800    4.725    5.353    9.161    9.691   10.167   10.167
   10.486   10.486   11.457   11.634   12.373   12.736   13.514   13.514   14.853   15.239
   15.712   15.929
            0.225000  0.225000  0.000000
   -7.223   -6.411   -6.411   -6.282   -0.661   -0.628   -0.628   -0.627   -0.612   -0.591
   -0.420   -0.420   -0.381   -0.361   -0.361   -0.295   -0.194   -0.173   -0.142   -0.132
   -0.132   -0.073   -0.073    0.141    1.036    1.497    1.497    2.603    3.287    3.287
    3.613    3.613    3.729    3.826    4.871    5.393    8.982    9.609    9.957    9.957
   10.360   10.360   11.190   11.631   12.296   12.669   13.887   13.887   15.009   15.477
   15.838   16.145
            0.200000  0.200000  0.000000
   -7.270   -6.386   -6.386   -6.275   -0.664   -0.639   -0.639   -0.635   -0.621   -0.604
   -0.404   -0.404   -0.372   -0.357   -0.357   -0.307   -0.192   -0.175   -0.136   -0.128
   -0.128   -0.060   -0.060    0.128    1.047    1.443    1.443    2.692    3.310    3.310
    3.542    3.542    3.663    4.069    5.006    5.428    8.796    9.530    9.764    9.764
   10.231   10.231   10.909   11.645   12.225   12.576   14.278   14.278   15.174   15.724
   15.985   16.300
            0.175000  0.175000  0.000000
   -7.312   -6.362   -6.362   -6.271   -0.666   -0.649   -0.649   -0.642   -0.630   -0.617
   -0.389   -0.388   -0.363   -0.352   -0.352   -0.317   -0.190   -0.177   -0.131   -0.124
   -0.124   -0.047   -0.047    0.111    1.058    1.383    1.384    2.798    3.331    3.331
    3.488    3.488    3.603    4.313    5.128    5.458    8.605    9.453    9.590    9.591
   10.105   10.105   10.628   11.674   12.160   12.467   14.676   14.676   15.349   15.975
   16.150   16.412
            0.150000  0.150000  0.000000
   -7.350   -6.339   -6.339   -6.269   -0.667   -0.659   -0.658   -0.648   -0.639   -0.631
   -0.374   -0.374   -0.355   -0.348   -0.348   -0.324   -0.188   -0.178   -0.126   -0.121
   -0.121   -0.033   -0.033    0.093    1.066    1.321    1.321    2.915    3.350    3.350
    3.450    3.450    3.550    4.556    5.237    5.483    8.410    9.377    9.437    9.437
    9.987    9.988   10.363   11.716   12.103   12.352   15.069   15.069   15.533   16.230
   16.329   16.526
            0.125000  0.125000  0.000000
   -7.382   -6.319   -6.319   -6.268   -0.667   -0.666   -0.666   -0.653   -0.646   -0.645
